index,prediction,probability,true_label,truncated
1f4bab64533366f4312621f6cbcfe3b8f95b3820,NonBugFix,0.901217,NonBugFix,False
03b49f7d7d3ea9ec80dd938af634b21026a99c92,NonBugFix,0.894503,NonBugFix,True
032a1abe48bd2b92645876f986a70724196c93f9,BugFix,0.873714,NonBugFix,False
0337bfa178691354397bea8939e5782344de6a95,BugFix,0.873713,NonBugFix,False
0395e37d2cde8732ca09b6f53e4313e88f3b3c22,BugFix,0.873734,NonBugFix,True
035262f297613c75d394b8f0dcbd4f41390975eb,NonBugFix,0.901125,NonBugFix,True
81b48ac826176b9899d0d34f672390d29bf657a9,BugFix,0.873513,NonBugFix,False
2eb1339249cc3cdeb734e8d93b34659fe9920d34,BugFix,0.873758,NonBugFix,True
2e78d7a8386a8d1be415432855ccfc80227204f1,NonBugFix,0.901125,NonBugFix,False
610525940ab53c8fe0f9567c8a2c3f0be6d0adad,NonBugFix,0.900791,NonBugFix,True
0b6eda1b1bb12d29e0394bd5f012e438b5cf40d3,NonBugFix,0.901188,NonBugFix,True
0b9a53206817781d7aac002ab14b8c29b5bdde14,NonBugFix,0.901126,NonBugFix,True
0b7ceda19867381e76d0bd755b9acd6bef426935,NonBugFix,0.901136,NonBugFix,True
0b9bd2f4704b6d1708ec5f224d65403513de6061,NonBugFix,0.901042,NonBugFix,False
0b00e39b2692f34e1d9c2f00e96a801892e53f14,NonBugFix,0.900890,NonBugFix,False
0b81151c7e8041127974c7d40f8f781359b597ce,NonBugFix,0.900070,NonBugFix,False
0b561e911cb9959f9b7cff165d4c05dd1ba5cbae,NonBugFix,0.901206,NonBugFix,False
0b074872ea922709b8d280e9062a6856d9eb9024,NonBugFix,0.901052,NonBugFix,True
0b0c7711803709aa338468856924ca6037e7c033,NonBugFix,0.900957,NonBugFix,False
53ce240d76add2e2fe5417fdafafd4337ea3b0ec,NonBugFix,0.901157,NonBugFix,True
894b56a6ffe67825ef7d8e2282ae5752c27f59f7,NonBugFix,0.574715,NonBugFix,True
12dbb04e9afdc58834a2f91aca871725f296d045,BugFix,0.873701,NonBugFix,True
12cc2558a25d2b0954e39ede0df1c50dbb59d60c,NonBugFix,0.901196,NonBugFix,True
12f2fe0d728932d61cf35d75ffeeac1e4080f571,NonBugFix,0.901082,NonBugFix,True
12b6c1d60b382ebd4e7827f81a8f717f3bdeefe7,NonBugFix,0.901135,NonBugFix,False
d527586ee7ac5646068ffb885198814e877d8fca,BugFix,0.873748,NonBugFix,True
d5e82f8b9e7966fccad8ed6f4750d8509509607c,BugFix,0.873761,NonBugFix,True
0217bf5ce24fa1475d08fa74f72c0c8c7e2bd22c,NonBugFix,0.901087,NonBugFix,True
02e5bee3b39eb4defca56ca46c290c435eba4563,NonBugFix,0.900940,NonBugFix,True
02fa34fb3f5d1e84f6163429c7a88e1c1425cba2,NonBugFix,0.901162,NonBugFix,False
02bb402c4df4f1fa0a951d4a9e9ad2b671794afc,NonBugFix,0.899865,NonBugFix,False
02912b2be77ab4fce58efbcc96784f36d69a0898,NonBugFix,0.901037,NonBugFix,True
021f6a9734f494dd31cd0655f43ca6369a98f106,NonBugFix,0.901265,NonBugFix,True
02e3559664f87e65f5e96edbab567077e5fc527f,NonBugFix,0.900201,NonBugFix,False
0213579de43a5eadbbce234dfcff65d6f8c4b466,NonBugFix,0.900532,NonBugFix,True
0245026e393d0f95d8f8534a753f68c4ffe5d80f,BugFix,0.873758,NonBugFix,True
020cc2cd70052831032ec8b2f286b8caa8ffc1fc,NonBugFix,0.901113,NonBugFix,True
02aa47b917e05279e5acc5802a084a718a3ab196,NonBugFix,0.901125,NonBugFix,False
0284274e2805d9cf01aa52fe4219fa61801e041c,NonBugFix,0.900551,NonBugFix,True
0285cb83db40e5d5c6742b1d2e5f1b6052fa4285,NonBugFix,0.900813,NonBugFix,False
022d689a494348ab0893fbe4df8608288e41f4ff,NonBugFix,0.901063,NonBugFix,True
33af4ecb42695868a3717e9fb09a7611b730d886,NonBugFix,0.900556,NonBugFix,True
33b6d722e59dab58a64c282232f857abaf26e20d,NonBugFix,0.901053,NonBugFix,False
620d9580c9e401168996b17ea00e2dc77e43e245,BugFix,0.841915,NonBugFix,True
1581668d79e71fe5ba1fb50154033eef52583158,NonBugFix,0.901124,NonBugFix,False
15e017d2855eb2f7e7519d6ae5a190c0c5b974c6,NonBugFix,0.901109,NonBugFix,False
156088e42804d47b5924e62c633acc77a6812f8b,NonBugFix,0.901177,NonBugFix,True
8691a0a009fe39872c756c8aeb06887a584dc18b,NonBugFix,0.901074,NonBugFix,True
3aa59f87d2d4ba141c81f0d892fc041a25ef649d,BugFix,0.873753,NonBugFix,True
14180d6f839760ce071fb49d07f21dfaaa612795,NonBugFix,0.891530,NonBugFix,True
144062347c01d72e4792b1b8aee1f687eb793a4a,NonBugFix,0.901108,NonBugFix,False
35630db0de0609a3799d91891deea9301d0dad4c,NonBugFix,0.901179,NonBugFix,False
356b4f09c54bf9a7a33bff8b598902238335cce2,NonBugFix,0.901141,NonBugFix,False
13c545f1fb61b1dbdffab0ec35acead09b556356,NonBugFix,0.901052,NonBugFix,False
13dbb5687464c8311de3be3e092d86d8bfb650c3,NonBugFix,0.898287,NonBugFix,True
13635e746222e5d7a438ce2727efc8488011bedf,NonBugFix,0.900545,NonBugFix,False
2a9361439752ceb0daa852aa86e9b8c078096147,NonBugFix,0.901220,NonBugFix,True
d34194b3987d2d527e78369744cfa46a0ecaea96,BugFix,0.873727,NonBugFix,False
45d764a58d4b11c0cbdeb10fa442a18680e492ff,NonBugFix,0.900651,NonBugFix,False
45b9d8abaaf4d5c89aad716ed20d947975ac199c,NonBugFix,0.901106,NonBugFix,True
e048f91c71798d10c8709f19687faed01895d8ca,BugFix,0.866125,NonBugFix,True
831cd1666015ed07bd218995e8ab9b760739a380,BugFix,0.873497,NonBugFix,False
07fe116be5959b6b296c52af56b2c78f0c788d7b,NonBugFix,0.900947,NonBugFix,False
07c7bf190317709b2e4df486241e192d06e11785,NonBugFix,0.901056,NonBugFix,False
0739c2a6af1b994f948a4b3d80ca618cc6f6e886,NonBugFix,0.901085,NonBugFix,True
071ca908b6e5049351dfbd6242d800e53463cce6,BugFix,0.873765,NonBugFix,True
072a8519ab9484e753ad07b9eccbec56af23033d,NonBugFix,0.899811,NonBugFix,False
07cbaebd9d79670f32918a4d43cfb612f4b08fcd,NonBugFix,0.901172,NonBugFix,False
07474efb5d95a0869da5aaa079fc5534c4d2125b,NonBugFix,0.901193,NonBugFix,True
0785265c7cd25170cff59c5d2bf916ab64519998,BugFix,0.621468,NonBugFix,False
0cae1486c1c11ef3e5ee06e3a4a72785f73e3726,NonBugFix,0.817109,NonBugFix,True
0c360f2086d331731b4cb8912f4bf9c9f2cd99da,NonBugFix,0.901170,NonBugFix,True
0c8ba3352292e2a5cdd0c7b11615bf2248021afb,BugFix,0.873758,NonBugFix,False
0c2a43ca2922cbda6916a97cee4bef8cfbfc67c2,BugFix,0.873670,NonBugFix,False
0c60bcd4b8c2ca38555f9e7a3fd57cd7e9c0258a,NonBugFix,0.900970,NonBugFix,False
0c28ea2ef98432bae85581da1951e49e76646375,NonBugFix,0.901177,NonBugFix,False
0c29955c6b3d30e8f1eac0a472cdf2f7b1a7f1c5,NonBugFix,0.901040,NonBugFix,True
224cdcad4a96887097e1db236bda9da85c0e1fa3,NonBugFix,0.901070,NonBugFix,True
22537c01364b867d0ba335e6024242752a9bda47,BugFix,0.873725,NonBugFix,False
65bdedafa827a17eccc33f497d166810fbd162f2,NonBugFix,0.899898,NonBugFix,True
654256c47a45764f5356c71b9fd00ae8ae8a897f,BugFix,0.873741,NonBugFix,True
063d5192a1312fa5cdf8d436f3e8bd0f35cfaf67,NonBugFix,0.901182,NonBugFix,False
066e38ce09791d815301c3057725da41c92c1b95,NonBugFix,0.901020,NonBugFix,False
06e31b3c428949a1ec618283749b4171655d4647,NonBugFix,0.900936,NonBugFix,True
0637157beba6173066a1b3b4a18d6abfda3425b8,NonBugFix,0.901147,NonBugFix,True
06aab3082a6b787b1f86466e894a30ec926daedf,NonBugFix,0.900899,NonBugFix,True
20b717e77a954af17bf8d28a2313a83fc0053eaf,NonBugFix,0.900636,NonBugFix,True
20054717a055d7ced4e5daa66151b7cf0ab6a0df,NonBugFix,0.901188,NonBugFix,True
0e6eca5d06f99d3cefd278eb4e7ca705b499b663,BugFix,0.873706,NonBugFix,True
0e00ea7ac0e8517265555b719c5c5dfbc9ea5fe2,NonBugFix,0.901011,NonBugFix,False
0e552449d23bfcdee4ba2fe292b6f3c8e1f97d43,NonBugFix,0.899041,NonBugFix,False
0e46b3d56609b96d2f8a0208b59c0724c71bf7c0,BugFix,0.873729,NonBugFix,True
0e63a07b7165dd75b03687ce80b377f5b79d8bbe,BugFix,0.873767,NonBugFix,True
0e3810e540fa514f302c4bd0cef25fec82ab7f5a,NonBugFix,0.824231,NonBugFix,True
0e7088c295109661ea1995649f54a23a9d35deee,BugFix,0.873684,NonBugFix,True
d9817d2f734d4a5b87393a18cd7b23c205a940f0,NonBugFix,0.901082,NonBugFix,True
4f7acd829eb4b330ae263404dd56c8fb27b85993,BugFix,0.873738,NonBugFix,True
b11a797379b358448e499e5ae9529f953765d23f,NonBugFix,0.901167,NonBugFix,True
26b5aa7506408e52e025193a8e72a98b1d8b4b0a,NonBugFix,0.901182,NonBugFix,True
2670b6afcd7b97daedc5b4f4ce7ed362fea3238c,NonBugFix,0.901113,NonBugFix,True
d0f665773075206460532ba54158979deb4f56ec,BugFix,0.873078,NonBugFix,True
286fdfc901f650d5657225f57a9ff221569e9a26,NonBugFix,0.900884,NonBugFix,True
282ee5c6d1349881c3d218b81f16e86ac74223e6,NonBugFix,0.900851,NonBugFix,True
28672dc2b4419582cd4a6dfc9b2dfd06f3f12c92,NonBugFix,0.900050,NonBugFix,True
109ef9b4c0515442cfc979271b3709e43748edad,BugFix,0.873680,NonBugFix,True
10a3fecf90444de506dadafdf91088e4b6b2e05a,NonBugFix,0.901111,NonBugFix,True
10ed027555fd5ca0cb8ddda3853c399c7809bd8a,BugFix,0.873671,NonBugFix,False
697f4185757b4b5aecd054d9514504c4c32714f4,BugFix,0.873551,NonBugFix,True
b7c3895a7b3a1dd7489c9f084e4d9e7366152747,BugFix,0.873697,NonBugFix,False
6a707e2887bb385a49d6ddd5d1991f95ff4675e4,BugFix,0.873694,NonBugFix,False
2c1bf84c95e7eb0bac171a99e126cc50510cbbbf,NonBugFix,0.901167,NonBugFix,True
2bea3358c00627cd091c1ed37423c30b2dd6e948,NonBugFix,0.900931,NonBugFix,True
29e8a92d6b2a54212113cb7e69957cec660eeac2,BugFix,0.873228,NonBugFix,True
38d0fd593b5b4050cad8d7539ae98cd519206934,NonBugFix,0.901134,NonBugFix,False
1b4a1c02a5d6f4c202b62c9c283f7b3fe35028ef,NonBugFix,0.901119,NonBugFix,True
1e85846418479ec9626aa71f196a3ff619f42bb5,NonBugFix,0.900978,NonBugFix,False
0ac97e8c38a85b10557f246c4c1fc90ebcbb1d5f,NonBugFix,0.901110,NonBugFix,False
0a3031f31c66335d78a3a75ad6a0974c467b2737,NonBugFix,0.900953,NonBugFix,False
0abdc4acec39581e799d7699ebb8fb0819a8aff8,NonBugFix,0.901187,NonBugFix,False
0a8db05d02d31fadc2f51e6b573565a14fdab74b,NonBugFix,0.901169,NonBugFix,True
0a380242596738bf8eabebe4dfdb8eb7a371bde1,NonBugFix,0.901193,NonBugFix,True
52c7b57392633d4c01d10b99585230d2b048caad,NonBugFix,0.901182,NonBugFix,True
e163397cdf515d653060758d8c8ae593e0ce9104,NonBugFix,0.570887,NonBugFix,True
a0149aba501833dafe57cd35962bb6802fb87fda,BugFix,0.873765,NonBugFix,True
8541d7ca595449570852428edbe647aa00f0d435,BugFix,0.873748,NonBugFix,False
756771aa990c5b6284595036de231398ee4819ca,BugFix,0.873718,NonBugFix,False
2da2027c6ab38bb971eab2192124e94a3bbf0470,NonBugFix,0.899615,NonBugFix,False
2d6b26acd42bf67fbf6c3c249ce1d818e393b45a,NonBugFix,0.900889,NonBugFix,False
245c721d45a886bb18a9bb5b635d7c2bad38aaf4,BugFix,0.643751,NonBugFix,False
2406f2d31ebebcdaca4b3dd9c302b9b9688c6e0c,BugFix,0.873736,NonBugFix,True
0565b7717b5147c81c9cbebd4b1e0f3671270ab8,NonBugFix,0.900875,NonBugFix,True
00611261c9eff0eb3280217ed570dbe03d8c59e4,NonBugFix,0.899371,NonBugFix,True
00233f0d1ff32ec8b3ad24cbc6b1f944e8f79452,NonBugFix,0.900241,NonBugFix,False
0041ac6cdbc68df00b0a31cb8b0b468fdebcbb61,NonBugFix,0.899594,NonBugFix,False
005d0aa94511f1afa309ab6a4a0da55b676c39fc,BugFix,0.870846,NonBugFix,False
0052b061aad267fe526ea0707cbb6295e1f6b003,NonBugFix,0.900900,NonBugFix,True
003744e9e1b4d4ac88f43e46e0d08275de2f7832,BugFix,0.873724,NonBugFix,False
00140d193197d6d4e371d5f6bfd410c89702ca5a,NonBugFix,0.901127,NonBugFix,True
004205015d5f4dcad9d095ed20251b1f96ae53af,BugFix,0.635724,NonBugFix,True
277c981e1edaaaf699a290735702dad9541ecb66,NonBugFix,0.901197,NonBugFix,True
04828d18b995d7f033f60e6f98ff2f792ffcfe9c,NonBugFix,0.900571,NonBugFix,True
0f23737f1dac76e65b9206886a84630d3da0c7cb,BugFix,0.716137,BugFix,True
cda48814e7257587a5787e7a6757c210d4017eab,BugFix,0.873680,BugFix,False
9f328a239ecfd36d8775b341c83580ff2ea03304,BugFix,0.873721,BugFix,True
3d5148e389c4eb92cc5cc00219793f4c6cf85cde,BugFix,0.873583,BugFix,False
9e35e4b7df146e3f1610380af59ea4cb3672540f,BugFix,0.709568,BugFix,False
3047f7603e62edd5a2b2b6953b04a3f55e09e415,BugFix,0.873736,BugFix,False
9761e82ec735d15f0b47045da41f9028c3402a9b,BugFix,0.873677,BugFix,False
16ad5bee0ba80d5f7db40efcb2c0ec175bc14faf,BugFix,0.873747,BugFix,False
1683a2df95c72beefb9feac0559c10324c1ef413,BugFix,0.873636,BugFix,False
b37897f3865693853af848ade4d461fb3d7719cd,BugFix,0.632891,BugFix,True
08176c617db0daf4130b748d65524d91c4a28d2f,BugFix,0.873715,BugFix,False
081a1f7fde6de73f590513bfbd6ca8dada1edd95,NonBugFix,0.572635,BugFix,False
080c39ef2e609414880a1550cffad3fad9cb2870,BugFix,0.873588,BugFix,True
08f11248c48e189b0bfb9f067af627de2557e4d3,BugFix,0.873756,BugFix,True
c1928b018e4e0e05bacdd34fc23514bc1ca6e8c9,NonBugFix,0.900466,BugFix,False
4c374be5a7e1a2cc94b2bdb4c7d4b0cfce6ddf8a,BugFix,0.873604,BugFix,False
017bb2c234973a44942b9ae657d4c6f3f3f40601,NonBugFix,0.901044,BugFix,False
01117d79ddd65d18766965971717bfbbf84b2b2f,NonBugFix,0.900678,BugFix,False
01ab6fef7b8bd8546bddc5c3c189d47e22e7b23d,NonBugFix,0.899445,BugFix,False
39445d4e3cb1e680b6ec3c3615e697307fcc18d9,BugFix,0.873742,BugFix,False
b9ca4ca2816dc7451c7e47f65ab3772d67f268a4,BugFix,0.873684,BugFix,False
04204899b10dfb32ab9cbea4d4da26075e6236da,NonBugFix,0.900156,BugFix,False
097ec88425ae7daaeb807ba34099fe167a0a704b,BugFix,0.873613,BugFix,False
0933e421f5f504eb098e42f05e8cda288d67a80b,BugFix,0.873666,BugFix,True
09f75f469a83c7b4a3a5134d8b25f82d9f87724d,BugFix,0.873679,BugFix,False
2733f15ef93092e86f65ed551fa408cd42a93084,BugFix,0.873539,BugFix,False
b266b4eebbef51f48a87da6c8206463e0ae868b2,NonBugFix,0.676463,BugFix,False
00c43427b078b1f22d7bcdd551a7573a70d88e23,BugFix,0.873614,BugFix,True
0086f1babb23b84c56542fdda0ea37a5f1e5443c,BugFix,0.873731,BugFix,False
00243b50d73a14e605fa59e70cb5782ab0b721a9,BugFix,0.873739,BugFix,False
6fb09ce19cef31dfc91ca07face1b78fb8aad5f6,BugFix,0.873702,BugFix,True
4b7742ed627a2c4b8140cd73779e5af164644867,BugFix,0.873737,BugFix,True
9326c7b724ec9daf88d6e4cf0d81e01161dcdbab,BugFix,0.873690,BugFix,False
03cd303b596d27bd4b6cb4afd1029fa837a3323a,BugFix,0.873698,BugFix,False
031c955cab6b0b590ab39afe67ee30b0a12fdcc8,NonBugFix,0.901015,BugFix,True
51b2833c1c381550f753f1b15ab05e8858bd122e,BugFix,0.873681,BugFix,True
8b3bb71379ffcb2dbb5e19d532e95f65b3f23bf0,BugFix,0.873697,BugFix,True
8b34e461970723c63275268fa12ba9dcc8fca33a,BugFix,0.873570,BugFix,False
d8e5a49085f18cd903070a71a354e77cfeb34ff0,BugFix,0.873706,BugFix,True
21cc34b608f483fb101923b597640408815ab0f5,BugFix,0.873702,BugFix,False
d2f3fc844007b54e4caf6a896e273988b27a01b9,BugFix,0.873646,BugFix,False
5341e84c4c0c23e7a650ec3f433b564e4a3357d8,BugFix,0.873657,BugFix,False
5387e850af5c2d20605658a3dabe5e69a8bec5d1,BugFix,0.873687,BugFix,True
3f308d97a1c48423d23733b1361484f04228cdda,BugFix,0.873721,BugFix,False
3f451e9986646690b3f70ac53641b92cdfbf89f4,BugFix,0.873452,BugFix,True
bee9f4a3cf9b9ee3301da7ccb2e450eef102c1e9,NonBugFix,0.901161,BugFix,True
d56b7ecd5fd9fe4fd1e2efbae616cda4562a7a01,BugFix,0.873612,BugFix,False
dbe6e9fb711878d70a627d2eca9126d9d7cf0263,BugFix,0.873722,BugFix,False
02ce1378f5724babbd43cf2ff9e93d3fc86ea322,NonBugFix,0.900810,BugFix,False
02d40258f4540cabd1a66c6eb19c229b2ba8211b,BugFix,0.873727,BugFix,False
02be3bd366d4dcb533a98a3c047772799e6ebac4,BugFix,0.873718,BugFix,False
02f55393fece8662c74db211cdedd3eb3d28144d,BugFix,0.873615,BugFix,False
628cc94ed6da619e47feecd36da784fbf14d8999,BugFix,0.873729,BugFix,True
563793aff7b19062ecfc39e6a1ec26063bb93e45,BugFix,0.873737,BugFix,False
15152a6ff82471e0dfd592ea94f0aec832d60792,BugFix,0.873502,BugFix,True
15a9cf4f66b3bb6d4fbb9fd1ad49580158aadc29,NonBugFix,0.900894,BugFix,True
3a530a0c716210cf80bb833e32eb88909171b1b0,BugFix,0.873736,BugFix,True
3afb63081ce01a7a8f8c90aa2a7ad9429a23e470,BugFix,0.873748,BugFix,False
148702929b4f0d54be8fc9b52a9234d34012f3ea,BugFix,0.872986,BugFix,False
6c3d57e7a53fb0940045e38163f035fff0ff66b5,BugFix,0.873662,BugFix,False
13be54d4e7262343a004afb512a12e4610533b7a,BugFix,0.873735,BugFix,True
b0e01e749a777738d8d0df2eb315a339ee519d76,BugFix,0.873714,BugFix,False
b0836494a4b3494f5b62aa00c0f7f4dea124fc57,BugFix,0.873675,BugFix,False
4507a9778e9ebe2512cd1e922315b5d52d2fb2b8,NonBugFix,0.900944,BugFix,True
4547c7257c5a540b5395b650e52655756696a875,BugFix,0.873724,BugFix,False
a6ef5bcba753175c021e9c5e88885895090c7ec6,BugFix,0.873680,BugFix,True
f9b68f8f741c3e48520edeb597a20714c18bc165,BugFix,0.873524,BugFix,False
54f6b040ac8a22f3e48f33414afaa0a96ea20182,BugFix,0.873713,BugFix,False
54751ce3135544e19b950c091229c2436673face,BugFix,0.873680,BugFix,False
42f74303f4a11e785b50c0790355b327883d4195,BugFix,0.873733,BugFix,False
0c7bf6ae13068ec059231c7f7214ddb3b1d2d2c4,BugFix,0.873738,BugFix,False
0c09090eb2ced65b7082d045c7c05f315b31f37c,BugFix,0.873667,BugFix,False
55c2333c17bc9eb06e64c8f446269accfd6200a9,BugFix,0.873673,BugFix,False
22c5bd77c43e796a86aceeff3450c3583718cd7c,BugFix,0.873636,BugFix,False
4864397df52454a24a41029b7b9339c70b0a8caa,BugFix,0.873735,BugFix,True
660629cfe839280444409e7a62c52e63004766e0,NonBugFix,0.901141,BugFix,True
3171a62f0d16641ea329f72197acce76c7c71841,BugFix,0.873731,BugFix,False
3154568a8996d0ebe3de25df163db61e85515905,BugFix,0.873715,BugFix,False
947c742d04edf30b295e34a77676eee2c609dbeb,BugFix,0.873706,BugFix,False
062953110a99962972b3793846b2588a1a1a2ef7,BugFix,0.871895,BugFix,False
41700e72f46281f56934400265e8ce583604c53f,BugFix,0.873711,BugFix,False
0e43b65049ef98fbc4b959b88854bc17733d0cb2,BugFix,0.873731,BugFix,True
