sha,message,prediction,probability,true_label,truncated
0213579de43a5eadbbce234dfcff65d6f8c4b466,"1.5.0 release
",NonBugFix,0.6367364,NonBugFix,False
0217bf5ce24fa1475d08fa74f72c0c8c7e2bd22c,"Expand macro ++ in such a way as to allow use in patterns.
",NonBugFix,0.9778077,NonBugFix,False
021f6a9734f494dd31cd0655f43ca6369a98f106,"Move things again, trying to suit GOPATH scheme.
",NonBugFix,0.968169,NonBugFix,False
022d689a494348ab0893fbe4df8608288e41f4ff,"e,E to use XVimMotion
",NonBugFix,0.9346992,NonBugFix,False
0245026e393d0f95d8f8534a753f68c4ffe5d80f,"Fix #189.

* XVimWindow is no longer an NSView
* Associate XVimWindow instance with DVTSourceTextView
* Associate XVimStatusLine with container view
* Associate XVimCommandLine with editor
* Move command line functions to XVim
",NonBugFix,0.8955275,NonBugFix,False
0284274e2805d9cf01aa52fe4219fa61801e041c,"* src/main/clojure/clojure/core/logic.clj: implement super? for RangeFD
",NonBugFix,0.9874059,NonBugFix,False
0285cb83db40e5d5c6742b1d2e5f1b6052fa4285,"* src/logos/minikanren.clj: quick note
",NonBugFix,0.9224266,NonBugFix,False
02912b2be77ab4fce58efbcc96784f36d69a0898,"* project.clj: can unify all core datatypes
",NonBugFix,0.98521125,NonBugFix,False
02aa47b917e05279e5acc5802a084a718a3ab196,"bump version
",NonBugFix,0.6400905,NonBugFix,False
02b671cea24e68eb0047ec6245463c8015745191,"replace asm with __asm__ since the ffmpeg sync in [20797] removed -fasm from CFLAGS

fixes hopefully pcc compilation

git-svn-id: http://svn.mythtv.org/svn/trunk@21571 7dbf422c-18fa-0310-86e9-fd20926502f2
",NonBugFix,0.96188486,BugFix,False
02bb402c4df4f1fa0a951d4a9e9ad2b671794afc,"change @arguments behaviour to be more like js
",NonBugFix,0.9565231,NonBugFix,False
02be3bd366d4dcb533a98a3c047772799e6ebac4,"fixing options.
",BugFix,0.91472286,BugFix,False
02c8992faf15ba002ed774179038c3f92b139d1c,"Fixes #1873. Fixes DVB-T Radio, by writing fake video stream pid.

I didn't use the patch because it had some errors in it, but I added a one liner which should fix the problem.



git-svn-id: http://svn.mythtv.org/svn/trunk@10087 7dbf422c-18fa-0310-86e9-fd20926502f2
",NonBugFix,0.6331505,BugFix,False
02ce1378f5724babbd43cf2ff9e93d3fc86ea322,"remove root-var calls, not needed w/ update-dom
",NonBugFix,0.5749875,BugFix,False
02d40258f4540cabd1a66c6eb19c229b2ba8211b,"Prevent crashes after deletion.

If you delete the last characters on a line the cursor ends up in an
invalid position. Replace all [view cut] with [view del], where the
latter adjusts the cursor position after deletion.
",BugFix,0.9656849,BugFix,False
02e3559664f87e65f5e96edbab567077e5fc527f,"* src/main/clojure/clojure/core/logic.clj: move some stuff around
",NonBugFix,0.9838946,NonBugFix,False
02e5bee3b39eb4defca56ca46c290c435eba4563,"Made 'dj' and 'dk' function like vim
",NonBugFix,0.9787577,NonBugFix,False
02f55393fece8662c74db211cdedd3eb3d28144d,"allow to intercept responses with status 300.
",NonBugFix,0.96673834,BugFix,False
02fa34fb3f5d1e84f6163429c7a88e1c1425cba2,"Restoring FindTypeMapFor
",NonBugFix,0.59446645,NonBugFix,False
031c955cab6b0b590ab39afe67ee30b0a12fdcc8,"Reverting commit where destination objects passed in are void methods
",BugFix,0.51558596,BugFix,False
032a1abe48bd2b92645876f986a70724196c93f9,"Fix color for static text field
",BugFix,0.54635984,NonBugFix,False
0337bfa178691354397bea8939e5782344de6a95,"Remove force-inline option (closes #102).
",NonBugFix,0.857659,NonBugFix,False
035262f297613c75d394b8f0dcbd4f41390975eb,"Adding overload for ForSourceMember that just takes in the property name as a string
",NonBugFix,0.9093742,NonBugFix,False
0384bfe2b2e50d8bc40f58fd8e27779d68880a38,"Fix a problem with DVB subtitles which don't take the current OSD
dimensions into account.

The raw subtitle images are scaled to be correct for a screen resolution 
of 720x576 (at least thats true for european subtitles) this just scales
the images to be the correct size for the current OSD dimensions.

git-svn-id: http://svn.mythtv.org/svn/trunk@8415 7dbf422c-18fa-0310-86e9-fd20926502f2
",BugFix,0.9593801,BugFix,False
0395e37d2cde8732ca09b6f53e4313e88f3b3c22,"Include classes jars with classifier in idea config (issue #145)
",NonBugFix,0.9871381,NonBugFix,False
03b49f7d7d3ea9ec80dd938af634b21026a99c92,"* src/main/clojure/clojure/core/logic.clj: remove expand for now, clean up how integers and more complex domains are handled. as long as a seq of intervals can be produced, we can do generic ops.
",NonBugFix,0.97413796,NonBugFix,False
03cd303b596d27bd4b6cb4afd1029fa837a3323a,"When scanning for Go files in dir, filter by also file class. Closes #13

We don't need to use dirs as go files, etc.
",NonBugFix,0.9225659,BugFix,False
04107b960d1a5fc4ffbb45e5719d939f37989a03,"delete 'gecko' and 'konqueror' testing
http://rb.corp.taobao.com/r/23647/


git-svn-id: http://code.taobao.org/svn/tengine/trunk@33 8a6cbc4f-5610-49f6-9325-3f9afe71ff98
",NonBugFix,0.81627077,NonBugFix,False
041f119b138ad8cf52b3fc7877041257b397d0ba,"add '--no-color' option
",NonBugFix,0.93643874,NonBugFix,False
04204899b10dfb32ab9cbea4d4da26075e6236da,"Add "")"" only if the type is a function.
",BugFix,0.8604936,BugFix,False
042093223c9672f51383ae413881efc272efaa8e,"Design changes of Evaluators.
Added separated files for some evaluators.
NSTextView+VimMotion is added to implement vim motion.
TextObjectEvaluator is goint to use this category to handle motions.
And Normal and Visual evaluator will use the evaluator as its super
class.
Its implemntation is not completed.
",NonBugFix,0.96811485,NonBugFix,False
042fb11e5359e481f6e091340c2c736357d1c897,"Flag to exclude stdlib from output (refs #203).
",NonBugFix,0.8550452,NonBugFix,False
043ffcce092f3bbb9efa86b647bcd49b74961772,"[attributedlabel] Add support for inline images.
",NonBugFix,0.9884632,NonBugFix,False
046d83791f21ef0541ebde18e45ef91520115085,"Update the photo albums project to not use ASI anymore and the new processor features.
",NonBugFix,0.977028,NonBugFix,False
04798229286ef81b16aaae21a3d425bafcc36dda,"rmdec: Pass AVIOContext to rm_read_metadata()

Fix null pointer dereference
Fixes Ticket2588

Signed-off-by: Michael Niedermayer <michaelni@gmx.at>
(cherry picked from commit bf87908cd8da31e8f8fe75c06577170928ea70a8)
Signed-off-by: Jean-Yves Avenard <jyavenard@mythtv.org>
",NonBugFix,0.9345491,BugFix,False
047aa496231b62db778d98cc2fdb9dfda17ccbb4,"add tracing for BEGIN/COMMIT/ROLLBACK

Traces the beginning and ends of transactions.",NonBugFix,0.7581037,NonBugFix,False
047ae71dc380f9fcc1b8572815aa0dcb047a1351,"[overview] Suppress analyzer warnings.
",NonBugFix,0.9771456,NonBugFix,False
04828d18b995d7f033f60e6f98ff2f792ffcfe9c,"Group items now have signals to indicate that they're about to go back and that they've gone back.

The recording group item now hooks into the ""goingBack"" signal of it's list item and resets the group to ""Default"" if you select the create new group then go back.

Remnoved the unused Pre/Post roll group so that it's text wouldn't need to be translated.


git-svn-id: http://svn.mythtv.org/svn/trunk@4133 7dbf422c-18fa-0310-86e9-fd20926502f2
",NonBugFix,0.78766084,NonBugFix,False
04a82acd36e3c8334aae378aee5a23bfc934250a,"Add semantic_rename/test.0003.
",NonBugFix,0.9788961,NonBugFix,False
04cc49768b7689530228a56798174a93d0ad23b6,"Made stripping of attributes future-compatible.
",NonBugFix,0.8660023,NonBugFix,False
05109446550dd8cc35d222ff11201867c701c226,"Fixed issue where the profile was not being used correctly
",BugFix,0.9173285,BugFix,False
0543ba408f2eecea2c425ef83735303d7898d295,"Fix win port issues. Signal handling and default sock type.
",BugFix,0.91807914,BugFix,False
0565b7717b5147c81c9cbebd4b1e0f3671270ab8,"Move Defined and Nullable to Language.Fay.FFI
",NonBugFix,0.9816459,NonBugFix,False
05de0ed1f06bb11e09783534a712386e60f14400,"v6.47.0. Bugfix. Improvement.

- v6.47.0 July 31, 2013
	- Added `FileModel::deleteSource`
	- Added support for specifying inline content within the styles block
	- Fixed `DocPad::parseFileDirectory`
",NonBugFix,0.98132604,BugFix,False
062953110a99962972b3793846b2588a1a1a2ef7,"Making sure not defining MR_SHORTHAND does NOT include any unnecessary runtime changes
",NonBugFix,0.7961453,BugFix,False
0637157beba6173066a1b3b4a18d6abfda3425b8,"Moved code generation ot of lfe_comp into lfe_codegen.
",NonBugFix,0.9729232,NonBugFix,False
063d5192a1312fa5cdf8d436f3e8bd0f35cfaf67,"Add tests for () conversions
",NonBugFix,0.9538882,NonBugFix,False
066e38ce09791d815301c3057725da41c92c1b95,"watch generate will now output time it was regenerated - as it is super dooper fast these days
",BugFix,0.51641554,NonBugFix,False
06aab3082a6b787b1f86466e894a30ec926daedf,"Initial parser implementation based on a FSM
",NonBugFix,0.9845565,NonBugFix,False
06e31b3c428949a1ec618283749b4171655d4647,"Better syntax: Ability to write Map<B>(objectA) instead of Map<A,B>(objectA)

Tests for Map method with one generic parameter
",NonBugFix,0.98344684,NonBugFix,False
071ca908b6e5049351dfbd6242d800e53463cce6,"Add named query parameter binding from map or struct.  Fixes #61
",NonBugFix,0.9755393,NonBugFix,False
072a8519ab9484e753ad07b9eccbec56af23033d,"Removed base Model requirement for Document

This var is unused since DocumentModel inherits from FileModel
",NonBugFix,0.8449663,NonBugFix,False
0739c2a6af1b994f948a4b3d80ca618cc6f6e886,"Applying patch for ordering member mapping from Mattias Fagerlund
",NonBugFix,0.80745965,NonBugFix,False
07474efb5d95a0869da5aaa079fc5534c4d2125b,"Adds support for SAVEPOINT, ROLLBACK TO SAVEPOINT, and RELEASE SAVEPOINT
",NonBugFix,0.9816607,NonBugFix,False
0785265c7cd25170cff59c5d2bf916ab64519998,"Add the cleanup code for the region db connection
",NonBugFix,0.8896647,NonBugFix,False
07c7bf190317709b2e4df486241e192d06e11785,"gofmt
",BugFix,0.7470315,NonBugFix,False
07cbaebd9d79670f32918a4d43cfb612f4b08fcd,"0.9.7. added maxAge option
",NonBugFix,0.9487046,NonBugFix,False
07fe116be5959b6b296c52af56b2c78f0c788d7b,"Allow aeson 0.7.*
",NonBugFix,0.89442676,NonBugFix,False
080c39ef2e609414880a1550cffad3fad9cb2870,"Fix NSAttributeDescription lookups using attributesByName by switching to fast enumeration
",NonBugFix,0.8936443,BugFix,False
08176c617db0daf4130b748d65524d91c4a28d2f,"Fix bug and add test for shadowing of optional value with fnk args
",BugFix,0.92408746,BugFix,False
081a1f7fde6de73f590513bfbd6ca8dada1edd95,"fix update to use ssl, specify the right parameters
",BugFix,0.7074945,BugFix,False
085a4f448083c21061a849ccb3ced97591f8f909,"v5.0.1. Initialising a skeleton will also reload the configuration.
",BugFix,0.719692,NonBugFix,False
08c6bf3dbeff840ac94fb8a305325b86164b6443,"Add function pretty printing.
",NonBugFix,0.97312987,NonBugFix,False
08f11248c48e189b0bfb9f067af627de2557e4d3,"Verifying inheritance is working OK; closes #153
",BugFix,0.95700616,BugFix,False
08f67c8a7ddcd85b3ee72805cc3b9d64374fe21d,"Merged latest
",NonBugFix,0.8314667,NonBugFix,False
09165c24071c1c7659f6eb2fb6780abc0e79d4ef,"First *trial' version of parameterized modules.
",NonBugFix,0.9810862,NonBugFix,False
0933e421f5f504eb098e42f05e8cda288d67a80b,"Fix misunderstanding in handling of binary types
",BugFix,0.92521626,BugFix,False
097ec88425ae7daaeb807ba34099fe167a0a704b,"fix an issue where closing a TCP tunnel caused an infinite loop of errors
",BugFix,0.9797422,BugFix,False
09da66e0030e1c51750fc2f0c37a750013257ea3,"Remove project/boot lib references from build-definition descriptor

These directories/jars do not exist anymore in sbt 0.11+
",NonBugFix,0.956363,NonBugFix,False
09e082e6c36809f8d653d3a73b80e1fdf0ef6955,"Use path.Join instead of simple Sprintf.
",NonBugFix,0.9817347,NonBugFix,False
09f75f469a83c7b4a3a5134d8b25f82d9f87724d,"fixed type orddict()
",BugFix,0.9329758,BugFix,False
0a3031f31c66335d78a3a75ad6a0974c467b2737,"added the 'log_empty_request' directive
",BugFix,0.5773857,NonBugFix,False
0a3798bb3de6625f23b324c6bdc01505f11a35da,"Don't import modules twice.
",NonBugFix,0.9384398,BugFix,False
0a380242596738bf8eabebe4dfdb8eb7a371bde1,"Adding sample for mapping to interfaces
",NonBugFix,0.9795353,NonBugFix,False
0a5b47f497789dfb239af0966c90c845fb8f5532,"Integrating patch to fix ambiguous match exceptions on multiple IEnumerable implementors
",BugFix,0.9396193,BugFix,False
0a8db05d02d31fadc2f51e6b573565a14fdab74b,"Create new spec based upon ImportSingleRelatedEntityTests.m
",NonBugFix,0.98756903,NonBugFix,False
0abdc4acec39581e799d7699ebb8fb0819a8aff8,"Add 'rename' test.0004.
",NonBugFix,0.6724435,NonBugFix,False
0ac97e8c38a85b10557f246c4c1fc90ebcbb1d5f,"v5.0.2. Removed some stray console.log's
",BugFix,0.6192261,NonBugFix,False
0b00e39b2692f34e1d9c2f00e96a801892e53f14,"Making all relevant contexts obtain a permanent id before saving
",BugFix,0.80303866,NonBugFix,False
0b074872ea922709b8d280e9062a6856d9eb9024,"v6.31.0. Improvement.

- v6.31.0 April 24, 2013
	- DocPad will now warn you when you have files of the same outPath
	- File and Document IDs will now always be their `cid` (before they
use to be their relativePath on occasion)
	- Fuzzy searching no longer searches for the id
	- Server is now able to serve cached pages while a non-initial
generation is occurring
	- We no longer replace tabs with 4 spaces for the content of files and
documents (we still do it for YAML meta data headers on documents)
		- This means if you're a plugin developer, you may need to update
your plugin's test's `out-expected` folder accordingly
			- If this is too difficult, we've added a `removeWhitespace` config
option for your plugin tester, set it to `true`, [see here for
usage](https://github.com/docpad/docpad-plugin-paged/blob/master/src/pag
ed.tester.coffee)
	- Change events will now fire when adding a url to a file
	- URL cache index for serving files is now generated via change
events, rather than after generation
",NonBugFix,0.935888,NonBugFix,False
0b0c7711803709aa338468856924ca6037e7c033,"Minor code standards enforncement
",NonBugFix,0.95764285,NonBugFix,False
0b561e911cb9959f9b7cff165d4c05dd1ba5cbae,"Update test.0028, include unary op check.
",BugFix,0.64630866,NonBugFix,False
0b6eda1b1bb12d29e0394bd5f012e438b5cf40d3,"Updated for Express.js v3. Need to update some plugins to.
",NonBugFix,0.9809106,NonBugFix,False
0b7ceda19867381e76d0bd755b9acd6bef426935,"use nrsc to pack static data into the binaries, making adding assets easier and simplifying the build process
",NonBugFix,0.9895762,NonBugFix,False
0b81151c7e8041127974c7d40f8f781359b597ce,"gofmt
",BugFix,0.7470315,NonBugFix,False
0b9a53206817781d7aac002ab14b8c29b5bdde14,"more updates to the resolver...

more updates to the resolver, added the compiler services in there.
",NonBugFix,0.9695465,NonBugFix,False
0b9bd2f4704b6d1708ec5f224d65403513de6061,"add some notes to pick up with later
",NonBugFix,0.9337895,NonBugFix,False
0c09090eb2ced65b7082d045c7c05f315b31f37c,"fix the wrong number of arguments in keepalive_timeout
",BugFix,0.8723216,BugFix,False
0c28ea2ef98432bae85581da1951e49e76646375,"cleanded docpad dev comments
",NonBugFix,0.7044507,NonBugFix,False
0c29955c6b3d30e8f1eac0a472cdf2f7b1a7f1c5,"Cleaned up the generation code. Tests passing. May need to change the mtime query to include new documents, as new imported documents with an old mtime won't be generated.
",NonBugFix,0.7865294,NonBugFix,False
0c2a43ca2922cbda6916a97cee4bef8cfbfc67c2,"[overview] Fix strict warnings.
",NonBugFix,0.6881599,NonBugFix,False
0c360f2086d331731b4cb8912f4bf9c9f2cd99da,"Add support for built-in package ""unsafe"".
",NonBugFix,0.98558563,NonBugFix,False
0c60bcd4b8c2ca38555f9e7a3fd57cd7e9c0258a,"Added inContext helper to get a managed object in another context
",NonBugFix,0.9435011,NonBugFix,False
0c7bf6ae13068ec059231c7f7214ddb3b1d2d2c4,"web ui address displayed properly in terminal
",BugFix,0.9479324,BugFix,False
0c8ba3352292e2a5cdd0c7b11615bf2248021afb,"Added ability for custom resolver to programatically determine if the mapping should be ignored (and thus use destination value).

closes #21
",NonBugFix,0.92734224,NonBugFix,False
0cae1486c1c11ef3e5ee06e3a4a72785f73e3726,"Clean up structure of positional.

I attempted to address Jason's ""code smell"" comment about separate functions
for efficient call forms and efficient functions. I'm not sure I succeeded.
",NonBugFix,0.7415822,NonBugFix,False
0e00ea7ac0e8517265555b719c5c5dfbc9ea5fe2,"Support Ctrl-p, Ctrl-n in command and search history
",NonBugFix,0.97062415,NonBugFix,False
0e3810e540fa514f302c4bd0cef25fec82ab7f5a,"Bigger timeout for some tests; also some clean ups
",NonBugFix,0.9496224,NonBugFix,False
0e43b65049ef98fbc4b959b88854bc17733d0cb2,"Added weighted_default/2 and some bugfixes

* non_empty/1 now covers binary types too
* fixed a bug with noshrink/1
",BugFix,0.8827058,BugFix,False
0e46b3d56609b96d2f8a0208b59c0724c71bf7c0,"Use case-insensitive filtering as a fallback, if no proposals were found.

Closes #91.
",NonBugFix,0.8944669,NonBugFix,False
0e552449d23bfcdee4ba2fe292b6f3c8e1f97d43,"Made scrollToCursor more like vim

If scrolling more than the page height then center the view
",NonBugFix,0.9430989,NonBugFix,False
0e63a07b7165dd75b03687ce80b377f5b79d8bbe,"Add execluded.folders property for specifying a list of folders to be
excluded from Idea project view. Closes #41.

Removed exclude.libmanaged.folders property. Use
'excluded.folders=lib_managed' instead.
",NonBugFix,0.9899491,NonBugFix,False
0e6eca5d06f99d3cefd278eb4e7ca705b499b663,"Handle compiler option warnings_as_errors

We do this in the samw way as the vanilla compiler by flagging an
error when there are warnings, but leaving them as warnings.
",NonBugFix,0.91273963,NonBugFix,False
0e7088c295109661ea1995649f54a23a9d35deee,"Added correct classpath for sbt build project.  Sbt sources now included!
Added ability to skip sbt sub-project in idea module generation
Added managed source directories when applicable.
",NonBugFix,0.9846695,NonBugFix,False
0e98c7e8e7d92d64d9aa2214db1d3c48cfb2c398,"Remove unnecssary special case guard handling in lfe_codegen.erl

These special cases are unnecssary as the optimiser fixes it for us
and they are a rememant of old guard handling.
",NonBugFix,0.96352,BugFix,False
0f23737f1dac76e65b9206886a84630d3da0c7cb,"Movement is working with whitespace at eol.

Special cases still fail.
",BugFix,0.98221874,BugFix,False
0fb7d36f4dbda94889528823cd2130a12e4664ca,"Separate printing context chain method into its own method
change contextWorkingName to property workingName
",NonBugFix,0.95954305,NonBugFix,False
0fdbdac63953120b626c7fdf192756f23e95571a,"Set version for 0.10.0 release
",NonBugFix,0.869247,NonBugFix,False
10139f1c2e9c473bbf2412b34ee76d6427c659a6,"maybeExpandNamedQuery: ignore time.Time struct - fixes #84
",BugFix,0.5508162,BugFix,False
109ef9b4c0515442cfc979271b3709e43748edad,"fix up to lib.d.ts
",BugFix,0.5595798,NonBugFix,False
10a3fecf90444de506dadafdf91088e4b6b2e05a,"Some adjustments to the iCloud helpers
",NonBugFix,0.97184277,NonBugFix,False
10de9d02e4ee08b2dc07e0035b0ab9bf7f43781a,"critical fix for browser
",BugFix,0.91365933,BugFix,False
10ed027555fd5ca0cb8ddda3853c399c7809bd8a,"Include 'optional' dependencies in classpath (#198)
",NonBugFix,0.985883,NonBugFix,False
1118a4f4b4f309121190cb15e24aa36263210747,"Don't panic if you can't repeat a test failure
",NonBugFix,0.54755384,NonBugFix,False
